version,window_size,offset,accuracy,precision,recall,f1_score,roc_auc,auc_pr,mcc
embeddings_only,6,6,0.9780723418587848,0.9098990456769994,0.8993156924963457,0.7132767364466879,0.9426270031472428,0.8613289970976228,0.7619664802762096
normalized,6,6,0.9890025993011432,0.94909215109817,0.9120829988480412,0.7584436699541841,0.9554577495932992,0.8783889726531852,0.8095329166397045
embeddings_only,7,1,0.9664950900714075,0.9858805566668264,0.705824547889729,0.7843357279894921,0.9579598943603151,0.8416331385577388,0.9218127247126444
normalized,7,1,0.9833327910525888,0.99,0.7237149268617585,0.8157320559248202,0.9550482308988872,0.8638000808533087,0.955455339946004
embeddings_only,7,2,0.96564828290139,0.8459079544577195,0.728088154907747,0.7072309900324089,0.9534866531736632,0.942173091145558,0.7554955551846634
normalized,7,2,0.988876534193515,0.8881185086808865,0.7670458108478001,0.7395979413164769,0.9509067959792121,0.9707976011998988,0.8004488423180521
embeddings_only,7,3,0.9735435371170368,0.6148518415565791,0.6576857567546566,0.9867742927312042,0.9472837847111739,0.9885953594566956,0.7829654706122111
normalized,7,3,0.9889281086457988,0.6334052554286426,0.698534775273293,0.99,0.9532878179913405,0.99,0.8132399889517037
embeddings_only,7,4,0.9695559624806556,0.6057006060601183,0.7802063401074463,0.8987035541272507,0.9465615370115932,0.9419198029356964,0.7465975392050108
normalized,7,4,0.9872516845474972,0.6196076607580273,0.810803228184917,0.9462400349950262,0.9545514436391807,0.9777054711438076,0.7803127500362571
embeddings_only,7,5,0.9826433397069048,0.7368415500815155,0.9797905079173378,0.989104475486238,0.9540085676557636,0.7336423696085714,0.7484085482386393
normalized,7,5,0.99,0.7658745979158045,0.9899389897026654,0.99,0.9581514554447447,0.7644456262739984,0.759634990171668
embeddings_only,7,6,0.968893254318422,0.9293886876270148,0.962350408433538,0.8574113021008328,0.9387394959633383,0.9436480541793034,0.8423350396559116
normalized,7,6,0.9813857592335112,0.9775357154841072,0.982628113882998,0.871710204811585,0.9511339227439285,0.9702501196426996,0.8531730424266208
embeddings_only,7,7,0.9779927055141066,0.9464538825298924,0.6221497574369153,0.9397599855334478,0.9397913162796693,0.7303500515347147,0.729245456675748
normalized,7,7,0.9888189390648916,0.9728733194109432,0.6418968724481645,0.9733055455451272,0.95085093938641,0.7497834204989401,0.7640654526869476
embeddings_only,8,1,0.984831181110932,0.9843250115290711,0.5822244096959311,0.8096042559633991,0.9444910960683401,0.7792803335142313,0.7937212651659835
normalized,8,1,0.99,0.99,0.6233554563877889,0.8535380667549994,0.9507812576497688,0.7966942769934067,0.843553876884369
embeddings_only,8,2,0.98421470387377,0.6260485874195273,0.9565590007463998,0.8033362273047168,0.9487066782916836,0.7553391035303199,0.8256213068187209
normalized,8,2,0.99,0.6549068801936979,0.9681551710349092,0.8510902615987496,0.9580258468378268,0.7941146660104789,0.8496210205639277
embeddings_only,8,3,0.9821181414212904,0.6178284443950656,0.801644340549446,0.810777161727649,0.9495748931095991,0.7681721864222024,0.7033550435734375
normalized,8,3,0.99,0.6384405773765475,0.816736101566249,0.841809519850718,0.9567466966923673,0.7908414130843406,0.7384233026118017
embeddings_only,8,4,0.9888319777827064,0.9653134385468136,0.657224237803624,0.8958710841776085,0.945715358919049,0.8637354811499013,0.8139858210820508
normalized,8,4,0.99,0.9756699211148806,0.6844288771786937,0.9319560679712942,0.9572281209252922,0.8927484724383846,0.8627540559507582
embeddings_only,8,5,0.9766854106054528,0.7220186793451446,0.8601371155362723,0.8050509590065897,0.9428325552920508,0.9051548477542466,0.7245133101618355
normalized,8,5,0.9875658734303804,0.7325590276102134,0.8894872301243417,0.8252955108073905,0.9564324667330641,0.924465754641491,0.7469384788934877
embeddings_only,8,6,0.976164659768505,0.8231949602438531,0.84752421911278,0.9696770504882426,0.9561137243124336,0.8469817037859674,0.845992019589646
normalized,8,6,0.9891992861669552,0.8618006903248675,0.8798462685790706,0.9869541937398824,0.9545730391684175,0.8571941056905541,0.8564462247301337
embeddings_only,8,7,0.9837018782841294,0.9789640707340368,0.6237509743584859,0.975538511331686,0.9577531855479248,0.9883565179417816,0.9470051897607876
normalized,8,7,0.99,0.9890503542975184,0.6357939935652562,0.9898461528762664,0.9519780301924596,0.99,0.9570271055271288
embeddings_only,8,8,0.9778504485517282,0.7601794138943694,0.6826858143561226,0.7049124177112627,0.9502802108093212,0.7805288924531592,0.9447803108486824
normalized,8,8,0.9898746119250992,0.781312425827174,0.7001217184703425,0.7425727420245242,0.9501311306339948,0.8011148763732712,0.989122842378854
embeddings_only,9,1,0.9784769806764864,0.866348559323936,0.5971762704199677,0.7545810014268467,0.9435849390846934,0.931573844295829,0.7203549302008253
normalized,9,1,0.989450894838678,0.8971756709832381,0.6230930150133652,0.7955610396222148,0.9580128431846583,0.9802673563773084,0.7647998505234568
embeddings_only,9,2,0.9852785957358786,0.7603518254527941,0.6613687745157751,0.7298152151352914,0.9538836334408454,0.962497073790954,0.8787292572266868
normalized,9,2,0.99,0.7720680730688965,0.6994030004936846,0.7763465887707106,0.9518453857154516,0.978697044708809,0.8935403510258656
embeddings_only,9,3,0.9677089978796968,0.907277865785112,0.6281310035084555,0.7085455795495696,0.9502376926156466,0.873485765329141,0.949696016437382
normalized,9,3,0.9869874889512708,0.9526787398335844,0.6421410732714895,0.7489049617396634,0.9527099283195901,0.9221679620522298,0.9783347245847644
embeddings_only,9,4,0.9786532691464817,0.8110858902291463,0.6542441253462383,0.7649646501491741,0.9403986859231217,0.8429087227888931,0.7682596080583037
normalized,9,4,0.9893972558719144,0.8329238835727035,0.7014157922090297,0.7856008752426458,0.9589349893530124,0.8923130699623784,0.809595473878896
embeddings_only,9,5,0.9738141313519652,0.6950092551945399,0.8652002053913359,0.8316327496775464,0.9494232319437169,0.8833421735140037,0.927599402047708
normalized,9,5,0.9870245348291296,0.7076522257486069,0.8940967569581788,0.8591629875564146,0.9588413094047487,0.9102856789825758,0.9519097174109216
embeddings_only,9,6,0.9887760689145262,0.7085224405033865,0.5926427475404575,0.950388372044382,0.9472842496561401,0.8349894891574323,0.9667803135793158
normalized,9,6,0.99,0.736177406236686,0.6131547457934371,0.9758474902152344,0.9537670187317244,0.8812387459489237,0.987572393703328
embeddings_only,9,7,0.9835278923509786,0.7032236850153629,0.6150805493920928,0.7631638353726075,0.9480246438731459,0.8715004548934178,0.9410403592198036
normalized,9,7,0.99,0.7472960283256527,0.6635763523445248,0.7775847271347139,0.9593644164971398,0.921420214930844,0.9895281663876844
embeddings_only,9,8,0.9728567627695844,0.8129281313034243,0.628931559176409,0.8459833386798004,0.9459149315389458,0.8315586972816538,0.7285210566568865
normalized,9,8,0.9871664420300814,0.8280489661214571,0.6622592724160301,0.8560659241027773,0.9559669088689261,0.8798036236640522,0.7517386795610003
embeddings_only,9,9,0.9796175193541462,0.8812756064062657,0.7070890518392003,0.97857961635336,0.9435480690678911,0.8268023607516387,0.6986449478004974
normalized,9,9,0.9898616912141104,0.9025099861915554,0.755001927323664,0.9896144492589972,0.9536244252864479,0.8684728175988535,0.7129715687795509
embeddings_only,10,1,0.9806644423956928,0.8333333333333334,0.9865091265801232,0.9090909090909092,0.9504565024400955,0.9596110252051526,0.9121831731637436
normalized,10,1,0.99,0.8521820584425971,0.99,0.9231887603617864,0.9552778507483805,0.9752516295813892,0.9424368899366958
embeddings_only,10,2,0.98030583036189,0.875,0.9880580579238654,0.9333333333333332,0.956810401438571,0.9212366998081284,0.934342238207452
normalized,10,2,0.99,0.9132564231066804,0.99,0.9686928101855696,0.9528675521277701,0.9419850609584024,0.976352462350793
embeddings_only,10,3,0.9719683280668288,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.9458848096990402,0.9409872121925692,0.8386059153592351
normalized,10,3,0.9896431399169868,0.7873678907540246,0.9716436393861916,0.8528693109382042,0.954387228024305,0.9802870759308516,0.8548450324806134
embeddings_only,10,4,0.9724215543055512,0.8125,0.9285714285714286,0.8666666666666666,0.9419707347579539,0.9588705363141454,0.8641774437527119
normalized,10,4,0.9856499902662104,0.8582082865699593,0.9427145671093636,0.8773905209947256,0.9549311978082361,0.978073084183838,0.906125013708068
embeddings_only,10,5,0.989100817438692,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9500547292679149,0.8859525812533331,0.8432232245686379
normalized,10,5,0.99,0.9386328124484192,0.8112504504010499,0.8756047296070187,0.9557245898164145,0.935306734440598,0.88111643460184
embeddings_only,10,6,0.9886363636363636,0.8333333333333334,0.9858686522821724,0.9090909090909092,0.9515059077925322,0.9847684401000792,0.907355042246839
normalized,10,6,0.99,0.8538840407913518,0.99,0.9245128464152494,0.958921085730067,0.99,0.9439416657082166
embeddings_only,10,7,0.980712030463694,0.9838440278089036,0.9285714285714286,0.962962962962963,0.9595359455409425,0.9874947941358282,0.9617327965650312
normalized,10,7,0.99,0.99,0.9532704414615056,0.985005964160491,0.9536358958873622,0.99,0.98756792122467
embeddings_only,10,8,0.978902953586498,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.9503607082302064,0.9737961851407227,0.8320024577898292
normalized,10,8,0.9897983088421488,0.8111639173669717,0.9496249146809106,0.8634906190249408,0.954914293088353,0.9872731168308512,0.8687311869715401
embeddings_only,10,9,0.9842923218496014,0.9333333333333332,0.9847717571707616,0.9655172413793104,0.9444803638512335,0.9839495698318952,0.9636613596489184
normalized,10,9,0.99,0.9441118320257053,0.99,0.9799855773452708,0.9575070777085113,0.99,0.9877176664125664
embeddings_only,10,10,0.9802048505327836,0.9797119600172568,0.6994644189365461,0.8987175194568141,0.9506387903052201,0.911988979684753,0.7541949836229221
normalized,10,10,0.99,0.9898111290623154,0.7314183896325183,0.9413265210854692,0.9524444886145695,0.9540319748949652,0.765842175276047
embeddings_only,11,1,0.9843731320877892,0.8776349500331919,0.6807416222785597,0.9385457886213906,0.9567997815129056,0.7379347948863018,0.7781446516501616
normalized,11,1,0.99,0.9199375021995868,0.69278191463171,0.9736322170798648,0.9592302009017121,0.7547275750131703,0.7940798091572566
embeddings_only,11,2,0.9835174895786944,0.9124771375849564,0.8930871371853213,0.8633459909260175,0.950938209125244,0.7592232654549926,0.8832772974728682
normalized,11,2,0.99,0.9451848475384302,0.9424071025819828,0.9126359020175512,0.95838778712746,0.7739678861896233,0.9308075429514268
embeddings_only,11,3,0.9861039093546682,0.6675704463458262,0.9887081894423048,0.9828748060999468,0.9314462816671458,0.9570128918287788,0.8127511359657978
normalized,11,3,0.99,0.6958989367361706,0.99,0.99,0.9479042547112266,0.9712842815202744,0.8269405802330496
embeddings_only,11,4,0.9798033327058192,0.7496250500029302,0.8002762529837696,0.8748102209900139,0.9491294332519657,0.9338667890799432,0.9098030256988944
normalized,11,4,0.9898262559727392,0.773930611396859,0.810462446457257,0.9018043778380816,0.9512853940981228,0.9599343164801027,0.9232348097196876
embeddings_only,11,5,0.9765114115922098,0.7655120879433064,0.9760868791059752,0.7095032607712235,0.9426447382269189,0.7924199656628248,0.8032634377992496
normalized,11,5,0.986730107229563,0.7866367484539009,0.986749420132965,0.7581070596999423,0.9581342994111396,0.8346384631590247,0.8367077554688954
embeddings_only,11,6,0.9828673080760708,0.8745520920001892,0.7414043337683134,0.7559078086773289,0.9378993414232942,0.8200999138812196,0.7428520695814403
normalized,11,6,0.99,0.9050353206371408,0.7902748568128715,0.7804615996809944,0.9539331955428803,0.8523116781798981,0.7686774162864695
embeddings_only,11,7,0.9867553101753398,0.7183567905507494,0.6171496200583058,0.8188441479434798,0.9409993165331866,0.978629879692672,0.7909819080936443
normalized,11,7,0.99,0.7522894293253369,0.6319062977441463,0.8455457159833542,0.9508367701051732,0.9895803965773604,0.8376355212871074
embeddings_only,11,8,0.9791098296507592,0.7213167685678664,0.7466173554870731,0.8786495742615841,0.9566364611462198,0.9474445317168932,0.9648218067916136
normalized,11,8,0.9893407197073856,0.7616445172220194,0.775012363782854,0.9115939641402568,0.9588994807547232,0.9893256564473812,0.9878992009086756
embeddings_only,11,9,0.9646607265837874,0.7423556618563473,0.6983404743205828,0.9305876552983792,0.9548180041238664,0.8885889311052266,0.9873892591291134
normalized,11,9,0.9801690149954482,0.7878636952854401,0.7338848414262393,0.9577875265172076,0.9557289221137374,0.92939405607289,0.99
embeddings_only,11,10,0.9729571463595168,0.9241208326172928,0.7828886981239335,0.8213740383185741,0.9455423019510343,0.7750971627652988,0.7589964667109387
normalized,11,10,0.9884941568950804,0.9640417445910237,0.8246313928458676,0.8434000846664448,0.9513926941674365,0.8070510159039456,0.7879295147289044
embeddings_only,11,11,0.9817525605500984,0.8310360360173394,0.853018718678467,0.9117568754395574,0.9513747270210596,0.7238950139355222,0.9356710595602458
normalized,11,11,0.99,0.8418903833348734,0.8671113913139707,0.9334439700462585,0.9548925269742243,0.7394848450901205,0.9588949115906142
embeddings_only,12,1,0.9737207062803572,0.6301109119330938,0.7690215224938892,0.9360472400766902,0.9454422500972144,0.8356967113098817,0.7790178726004425
normalized,12,1,0.9840412834688458,0.6533616671448028,0.7918345739543226,0.983919526914471,0.9577195168291567,0.8610072800795925,0.7900086349220125
embeddings_only,12,2,0.9776105819121144,0.6312984398761875,0.9722116480333538,0.7922096252499947,0.9427152384265951,0.9054256180077112,0.965675540795092
normalized,12,2,0.9895962626874908,0.6677198869619692,0.9833983162592466,0.8420524760904022,0.9511477719012535,0.9501101996714576,0.9798907444585524
embeddings_only,12,3,0.9764385926951002,0.7485147777129997,0.9506134952711628,0.9822818449779764,0.9425145824722175,0.9504499194829348,0.7462338332364362
normalized,12,3,0.987989063710284,0.7903330387840523,0.9805230977784076,0.99,0.9567679706797925,0.963340217630028,0.7916082477661143
embeddings_only,12,4,0.9743694141930752,0.9066364202424632,0.8722761122140845,0.8933737159413413,0.943225150320236,0.9574434905477668,0.8984149735703877
normalized,12,4,0.9887002103753938,0.945111238278196,0.8844254541082339,0.9192226257278112,0.951648578127769,0.9859827738265964,0.9364361184831024
embeddings_only,12,5,0.978397616520329,0.8754733705914721,0.781293533870521,0.9637820185001268,0.9426947242662149,0.7205797048180826,0.7214992209487363
normalized,12,5,0.9898126454735408,0.9241363748684388,0.822283438438221,0.989906472250363,0.9488687777013758,0.7320648889737406,0.7320692815547482
embeddings_only,12,6,0.9834655722474512,0.8831929418604747,0.6278659779204815,0.8648506009417498,0.9484684875102986,0.781645365330654,0.9807447226453248
normalized,12,6,0.99,0.9261318106231762,0.6725113661734707,0.913283102094657,0.9574821770417463,0.7934282097701606,0.99
embeddings_only,12,7,0.9806978188646284,0.9068840264216388,0.7415772857618429,0.9213574673941854,0.9461536781450518,0.8090717700045831,0.9089595192351126
normalized,12,7,0.99,0.939203522446024,0.7908750810818713,0.9473754087836224,0.9569912169018323,0.8351069525498626,0.949687305813624
embeddings_only,12,8,0.9880936198782476,0.7148610851545317,0.8733149454576459,0.930165583970198,0.9404916034335961,0.7656337498327114,0.9518945384324536
normalized,12,8,0.99,0.7343620106739858,0.8941671895079846,0.9504879524717345,0.9565163878305827,0.803761310473338,0.9885744881799604
embeddings_only,12,9,0.9641335642961698,0.8193025127768352,0.693522365951599,0.9720755936800892,0.9400448343289525,0.9430817759717752,0.8682196865673427
normalized,12,9,0.9851462570057642,0.8605502265353309,0.7102794105861816,0.9850398179097396,0.9527106814352346,0.9784217150714772,0.8900553656224177
embeddings_only,12,10,0.9671006162890742,0.8173410561267078,0.6159948903757516,0.7414107955695475,0.9593891143380204,0.9328234426689834,0.8408899103801102
normalized,12,10,0.9810128951598904,0.8415766223123425,0.6584069736374809,0.7745143991712815,0.9572135353576339,0.9459532866566022,0.8657413881514102
embeddings_only,12,11,0.97405885631504,0.8958530004719797,0.9605279103616976,0.8655645203993365,0.9439956371320937,0.860418433887836,0.8850105439037868
normalized,12,11,0.9886132838942956,0.933400337531127,0.984313806233802,0.9062529230415004,0.9576043810933302,0.8923486851655196,0.9167446495164576
embeddings_only,12,12,0.9802856733182216,0.9827482276422586,0.8753074899209476,0.8260282431191737,0.9543296105981426,0.9820386011121044,0.8566854438484446
normalized,12,12,0.99,0.99,0.8964270877127662,0.8677595100294556,0.9551054723972243,0.99,0.8976806350223407
embeddings_only,13,1,0.9684723583877208,0.7111959779181863,0.8351184685578987,0.976613615139834,0.9453268907044112,0.7527280229817988,0.8386343216783716
normalized,13,1,0.98935482633106,0.7226636346329629,0.8510144726584276,0.9891746947705262,0.957579447284885,0.7833729710114425,0.8574287527440358
embeddings_only,13,2,0.9754668801325364,0.9173126691028192,0.9110709595466784,0.7276375156409998,0.9370527406554032,0.9710104920724376,0.926846345900236
normalized,13,2,0.9867102954371858,0.9553862884205958,0.9222786704774268,0.7725702927570759,0.9489251832246752,0.9855267605707696,0.9584482644479836
embeddings_only,13,3,0.9652218400672432,0.8639882194093049,0.9295625875357753,0.976069740323559,0.9428437711269456,0.7447560512023312,0.7500824530219651
normalized,13,3,0.9847617968962176,0.8877824828742149,0.9436068871583148,0.9873210522201662,0.9487416777608362,0.7770013783803502,0.7728035982603806
embeddings_only,13,4,0.975491529644236,0.832095148345384,0.7786252849304386,0.9620938812457858,0.9478015486963277,0.7582524927040792,0.7479448901323755
normalized,13,4,0.98981094711505,0.8807245194645953,0.8134303201531683,0.983150860651039,0.9536769416940643,0.8037438187534867,0.7885476880987011
embeddings_only,13,5,0.9750904921757896,0.9099519117389608,0.9490806791754742,0.718121042215206,0.9435018135258618,0.9122411022946232,0.8272175029886115
normalized,13,5,0.9866300677377392,0.934573472863684,0.9653037108773492,0.747606967291901,0.954640684293925,0.9587271404150868,0.8419514803493903
embeddings_only,13,6,0.9861769155753266,0.9776129865712396,0.9641795760147596,0.8450767260340575,0.9536211972817491,0.7427645777009324,0.7934324508867979
normalized,13,6,0.99,0.98975804675332,0.982677835191114,0.8630843215623958,0.9516469750441077,0.7785335048181252,0.8083158751602566
embeddings_only,13,7,0.9773477348772815,0.6146765671477652,0.6878076123249063,0.9140398478907688,0.954475826924975,0.8745774720098498,0.7184317374411376
normalized,13,7,0.9880362635224368,0.6270796857202955,0.7062020312797119,0.9293320748848912,0.9581348148960015,0.9119961578463746,0.7304117272115803
embeddings_only,13,8,0.9773787933753896,0.6589600410052883,0.8318051541960547,0.9203069921668432,0.9588976680218232,0.8325119105365444,0.9527018761447464
normalized,13,8,0.9876457753676252,0.6743269865284198,0.85446679903438,0.9422570046009208,0.9540910705681176,0.8725333766738411,0.9899460258153324
embeddings_only,13,9,0.9642585518653128,0.9025148926004464,0.7971074409230582,0.971541690289802,0.9423564219510028,0.9215591456007376,0.93054206301323
normalized,13,9,0.9826641376551836,0.950283001317004,0.8229718454081008,0.9824440434655012,0.9593209761610617,0.9434042565373252,0.9602783415047972
embeddings_only,13,10,0.9741036697476364,0.6335165411640338,0.8019767624936724,0.9390894803946164,0.95484770575405,0.9713061801003388,0.861301834452441
normalized,13,10,0.9879778162569628,0.6619585499301301,0.8493831829767855,0.9844800732865916,0.9577350422480206,0.9855634125360176,0.8765693257250193
embeddings_only,13,11,0.9875589174869728,0.8064494802964373,0.9732841831276696,0.7902831592351577,0.9347987093322607,0.9335184375710605,0.983320273612703
normalized,13,11,0.99,0.8446255418724843,0.985197422113287,0.8044426823368945,0.9574504874833109,0.9718804699636824,0.99
embeddings_only,13,12,0.9689348240081632,0.6879443106566427,0.7022237297255838,0.8473497174363985,0.9426580181974114,0.9565770754105656,0.7179681360923376
normalized,13,12,0.987703963872064,0.7313701521599818,0.7315620896524248,0.8925972474927761,0.9560964890314652,0.9729375962408784,0.7522699504839694
embeddings_only,13,13,0.9881032599722818,0.7097182815371006,0.9814418647275384,0.9092391452413467,0.9356423940050883,0.7206286851312448,0.9290417331679008
normalized,13,13,0.99,0.7412361127031767,0.99,0.931446693349068,0.9585421210389465,0.7667139337234141,0.957390648712441
embeddings_only,14,1,0.9670242621045492,0.8807361931777664,0.9580562349160996,0.7377851256326287,0.9516463509679894,0.8007231439372142,0.7768956860907993
normalized,14,1,0.9876313213950394,0.921498072950572,0.9829318028809664,0.7605784812079548,0.9588652647875942,0.8375842518078446,0.8206146179468427
embeddings_only,14,2,0.9831101880254732,0.6120771093074846,0.7680240951200725,0.7546928514435383,0.9431183918026408,0.860014002820496,0.8079844336210904
normalized,14,2,0.99,0.6477892443198251,0.795739016104961,0.8006163616486176,0.9512266064661902,0.8889813953110409,0.8385751177824979
embeddings_only,14,3,0.9741354091565856,0.9493277711607616,0.9217656844077856,0.8420563972508308,0.9548827157392152,0.8312754020041585,0.7625748264153637
normalized,14,3,0.9849590294876718,0.981193767006874,0.964984738212624,0.8543727683266812,0.9534001595396582,0.8427971892655608,0.8108365906028934
embeddings_only,14,4,0.9793061479805032,0.777791582140908,0.9010201404229174,0.7864226343886342,0.9516566096509974,0.7779180975274655,0.9358442517206036
normalized,14,4,0.9897690644140938,0.8263595989190994,0.9322799115561696,0.8285053753444589,0.9544479918840054,0.8020708588303712,0.9609749644048088
embeddings_only,14,5,0.9755664089558652,0.8009573175628404,0.8619549869793662,0.9581702064560288,0.9453563021636404,0.8000525171884512,0.7397546081485913
normalized,14,5,0.98848310062023,0.8253354436037065,0.9079696850435351,0.9896348937570498,0.9575814770909955,0.8177974488045511,0.7542446078520867
embeddings_only,14,6,0.9881809345128696,0.8160191854774768,0.7085002383070661,0.8740844022019272,0.9561827376994518,0.984235613668686,0.9513474313461996
normalized,14,6,0.99,0.8351288252113682,0.7363719711218294,0.9175640168134744,0.9510278424204667,0.99,0.9879833961000573
embeddings_only,14,7,0.9799312388757366,0.8582177178317976,0.6556218536375517,0.8017676688708075,0.9412675384910603,0.7960966986295015,0.8970822800229865
normalized,14,7,0.9899771173091004,0.9001408786220375,0.6876616124449711,0.8509863272244328,0.9536689854272673,0.8079171271880051,0.9150015920205784
embeddings_only,14,8,0.9861150904618988,0.7379426346490993,0.8592261557567535,0.9539926599665596,0.9418040416004521,0.8133500762741602,0.7138392850184977
normalized,14,8,0.99,0.7719937215520504,0.9001033904531119,0.9747359313060384,0.9551145429061557,0.8549448563985252,0.736529692908497
embeddings_only,14,9,0.9669354509442584,0.6404429962253965,0.9327028413147505,0.9406151799947684,0.9495725070206632,0.7121828235277831,0.9425175993371536
normalized,14,9,0.9897291750340342,0.67642925603483,0.9779427637461956,0.9725106858026198,0.9510288974004742,0.7530045859924377,0.9865609289890048
embeddings_only,14,10,0.9808564075813468,0.7273515746664706,0.5783940522903013,0.9869564291187434,0.9503129000279454,0.9552446478802749,0.8867966824100306
normalized,14,10,0.99,0.7596829116332405,0.6055291928145355,0.99,0.9522012445414237,0.9895686104782184,0.9318147353737624
