version,window_size,offset,accuracy,precision,recall,f1_score,roc_auc,auc_pr,mcc
normalized,8,3,0.99,0.6392196642287328,0.9895904051017008,0.9214627930988878,0.9735777895320068,0.9570756816153572,0.9384341359010082
embeddings_only,8,4,0.9779978421443708,0.772046393750696,0.98608906202638,0.9538062601790932,0.901012739057394,0.8747142531534337,0.9272311227489268
normalized,8,4,0.9883022642899886,0.8134087383293821,0.99,0.9891368322428422,0.9460064335349676,0.90694075816433,0.9412824926275164
embeddings_only,8,5,0.9778084657614808,0.8608498379368557,0.9149977840623024,0.7746525921807027,0.9240696080699986,0.8510073421500683,0.8258437116977335
normalized,8,5,0.9888680740086758,0.8833976400977483,0.945494123343296,0.7967206551662889,0.9685425277490224,0.8947804227093813,0.8484623179844157
embeddings_only,8,6,0.9832007870685748,0.9412983904634052,0.8131473293823178,0.950268720063826,0.9231692236611232,0.9088802060421124,0.9403417901972734
normalized,8,6,0.99,0.9679470820458692,0.8595110396634604,0.965839199473226,0.9610783597325216,0.9576952191556012,0.9572929035253884
embeddings_only,8,7,0.9740525749825912,0.7901299128848329,0.9106841780693988,0.7602949478320303,0.9747176619971883,0.9591743616668884,0.950484001790036
normalized,8,7,0.985253755171678,0.827878846431722,0.9518503350503956,0.7899169100237877,0.9879382319818348,0.9736036085926184,0.9745517465072726
embeddings_only,8,8,0.9697786577529997,0.987682348687074,0.7861567076230903,0.9541052578035888,0.9663533880667196,0.6893947164923054,0.7648397812959441
normalized,8,8,0.9809241828036872,0.99,0.8075478958243285,0.9756187168774276,0.9890464615811732,0.7066454229782192,0.7908953111609329
embeddings_only,9,1,0.9786955409615116,0.7062530190165789,0.8283381431428984,0.9518909510399683,0.9283067753490302,0.722311721303666,0.8615656251797829
normalized,9,1,0.9894985623180476,0.754115302459539,0.8436640708043291,0.987691589806296,0.9415489268943926,0.7515413771900766,0.8897492198690022
embeddings_only,9,2,0.972325116365496,0.6054034826506876,0.97319434793939,0.7627518272071888,0.8988500242326873,0.903352085200638,0.8382585217837178
normalized,9,2,0.9839337929191032,0.6293018693753215,0.9862852387337828,0.8073602857236141,0.9470525900476298,0.9341091123461248,0.8830625133954948
embeddings_only,9,3,0.9732629671717228,0.7935011458806944,0.8565229798434666,0.9067901778654646,0.9651913139780774,0.703398936606895,0.8415293362152648
normalized,9,3,0.9873602391096526,0.8174646395602014,0.8742907481480053,0.9333155687367752,0.9829336546285335,0.7151766721372773,0.8573629828500988
embeddings_only,9,4,0.9800260504846758,0.7024455180080071,0.9225121655236318,0.8756132685782243,0.9511625575431364,0.8319442808086347,0.956599736786506
normalized,9,4,0.99,0.7214455817950937,0.9660052205668838,0.8986909585691919,0.9641857079623128,0.8452855043508474,0.9885286621303742
embeddings_only,9,5,0.9839711761046556,0.9294870688092678,0.8458984631354806,0.7924548757929286,0.9093488999247572,0.7438564480483888,0.7745233571611263
normalized,9,5,0.99,0.9451234593757502,0.8904051054527907,0.8126264010040224,0.945986956354934,0.7865254755295845,0.808810582766334
embeddings_only,9,6,0.9868844812003568,0.6931090688724448,0.9888189758096264,0.7870947344193439,0.9787712372738104,0.7600415808259225,0.969776233756418
normalized,9,6,0.99,0.7314643848428786,0.99,0.8194311354811791,0.9896537181075205,0.8021198704408604,0.9800453369355816
embeddings_only,9,7,0.9739369959188552,0.7242516873165226,0.9418340135606044,0.9433147815167556,0.905059425036364,0.8871634375803534,0.946370838971698
normalized,9,7,0.9882955617159948,0.7672789201573006,0.9803376626612452,0.9721104218648348,0.9333802635599162,0.919140180912346,0.9800674153871162
embeddings_only,9,8,0.9848996168306234,0.9164909724076448,0.8563538194817313,0.8919231872092109,0.9681603500472074,0.6874624749858974,0.81872269409385
normalized,9,8,0.99,0.95117238083329,0.90186719173307,0.92997346110704,0.9789694288351252,0.7174956025859623,0.8401821480264597
embeddings_only,9,9,0.9769561052779198,0.886057300810144,0.9553774473957938,0.9758432668030692,0.9210249306029096,0.9381492592832614,0.9219937969936706
normalized,9,9,0.9878241477365322,0.9102944028587834,0.9731269716306432,0.9882483941154974,0.958368990617052,0.9588992347663308,0.9371843018964058
embeddings_only,10,1,0.983384774185409,0.8208955223880597,0.9817898480487568,0.9016393442622952,0.905044523706382,0.9084282585640008,0.8461179382531221
normalized,10,1,0.99,0.8539256361892819,0.99,0.9120092640312432,0.9521546468793302,0.9399138753273304,0.859815865463001
embeddings_only,10,2,0.980727350938849,0.875,0.986269454706948,0.9333333333333332,0.9199413617205484,0.9245576419074912,0.869130126059475
normalized,10,2,0.99,0.9243281095316048,0.99,0.9450329176628596,0.934643199350791,0.9498237917733086,0.91455103155743
embeddings_only,10,3,0.981926668375654,0.8125,0.9285714285714286,0.8666666666666666,0.9031724330629342,0.8975583635591109,0.7890389128953532
normalized,10,3,0.99,0.8554596037601079,0.9391704789801892,0.8949622146180991,0.938948318700957,0.9099735428401348,0.8236294229200127
embeddings_only,10,4,0.9836450809864704,0.875,0.9880314794533468,0.9333333333333332,0.9452499599934014,0.9191765585917036,0.8616838789671158
normalized,10,4,0.99,0.8914103968054639,0.99,0.967697089251075,0.9616827619128318,0.9294246951800782,0.872055256987353
embeddings_only,10,5,0.9797399842382472,0.875,0.9890124011320944,0.9333333333333332,0.938177384600613,0.879874959747943,0.8681992266157786
normalized,10,5,0.989878336651341,0.9227111763824478,0.99,0.971905327185083,0.9679320040774344,0.913150517453326,0.8832539276290028
embeddings_only,10,6,0.9715909090909092,0.6923076923076923,0.9,0.7826086956521738,0.9429193584460396,0.873655721276953,0.69466290551991
normalized,10,6,0.9889641733988236,0.7327393974543644,0.9499279581137844,0.8045176135543987,0.961337323068388,0.8886621875954067,0.7432312957845518
embeddings_only,10,7,0.9832861987293628,0.9868236812672604,0.9285714285714286,0.962962962962963,0.9337334834618368,0.943025306967398,0.9047581035324292
normalized,10,7,0.99,0.99,0.9606788874157572,0.9800123472485536,0.9497929237740844,0.9590179058377584,0.9532969033222368
embeddings_only,10,8,0.9831223628691984,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9286442905443536,0.9057060852079852,0.7835670148506254
normalized,10,8,0.99,0.9048004288102148,0.8701672840654605,0.8855749788345847,0.943829052485024,0.9158975806176322,0.8157176577988685
embeddings_only,10,9,0.976679571821408,0.9867104624008102,0.9285714285714286,0.962962962962963,0.936073610866438,0.9267499350461998,0.8928939403383274
normalized,10,9,0.9870577490163992,0.99,0.9664960835997046,0.975967153238284,0.9837432965970588,0.9655916713834994,0.9148127509046046
embeddings_only,10,10,0.9774082323827676,0.823220494662905,0.8088926123877866,0.9835730221444116,0.9326339521675486,0.8106421540941837,0.9080586268324936
normalized,10,10,0.9892464014852232,0.8624977057701665,0.8325816656378251,0.99,0.9569982124736808,0.8453068918362667,0.9540750326941008
embeddings_only,11,1,0.9867229019751296,0.8819792247691038,0.869782630014027,0.9815983648965468,0.962264146587726,0.8278618199857047,0.8818178321343431
normalized,11,1,0.99,0.9269872091625566,0.8808887562742407,0.99,0.9796145736909664,0.8695130820750046,0.9206657566515792
embeddings_only,11,2,0.981595638046834,0.7674547454280106,0.8331181702281983,0.7796538795914414,0.9525590715255884,0.8390576800984256,0.7787394054443065
normalized,11,2,0.99,0.8032093068969145,0.8631890954561962,0.8221146184163167,0.9756232581323554,0.8699839196981087,0.7987602289009937
embeddings_only,11,3,0.9801907459312312,0.6021240190458671,0.9322270958448672,0.9845640342409906,0.973981825987804,0.8704248961621119,0.7432200048079418
normalized,11,3,0.99,0.6242402113926605,0.9653184564265864,0.99,0.9849415387350802,0.8971060858097917,0.7702927854123635
embeddings_only,11,4,0.972548728136856,0.604542051404877,0.8076670603796994,0.8111424022551406,0.9479209668071744,0.7810214427530682,0.8799848251302376
normalized,11,4,0.9845464831587472,0.6198059254195447,0.8192354819482552,0.8221516753466532,0.9666320375738134,0.8094955804395457,0.9190345563824828
embeddings_only,11,5,0.9856874604578476,0.8044887150294746,0.8707912497748587,0.8645530649396529,0.9048600317368564,0.7085475425024963,0.9293404899841854
normalized,11,5,0.99,0.8506507478068859,0.8822000419578749,0.8817794898012783,0.928400611447662,0.7416473900251013,0.9734499362999433
embeddings_only,11,6,0.9794284396595048,0.6333163918875997,0.844996370759112,0.9393516389554316,0.9695793800541568,0.7731488450989804,0.6913446452737458
normalized,11,6,0.989628601206407,0.6540359391877765,0.8574719375128279,0.9822037780633556,0.9835357397650036,0.8060108529156578,0.7406868620005947
embeddings_only,11,7,0.9835182274899638,0.6204301920677027,0.8942163398551009,0.8009052330193079,0.9601000333601424,0.7284789432025037,0.8717156832798988
normalized,11,7,0.99,0.6362481976956573,0.9353807796158752,0.8431103324276215,0.9854080253667008,0.759958898844217,0.9208699625208212
embeddings_only,11,8,0.975920093382732,0.9862066556549892,0.860692360107974,0.8915779013885824,0.9553864719683272,0.8438402960798304,0.8141598439723028
normalized,11,8,0.9875364893907164,0.99,0.873227120289928,0.917972199384876,0.9831697481251388,0.8633898497106584,0.8619129475352287
embeddings_only,11,9,0.9761367167490208,0.9436010558632234,0.9370879809286452,0.7964541870564988,0.9012332959788208,0.7730446887300375,0.9452068100254596
normalized,11,9,0.9887899554302882,0.9640684961589684,0.9778479378368796,0.8097807779288232,0.950224272879239,0.7850160990929799,0.9876847181790508
embeddings_only,11,10,0.9744751735974542,0.6608108908838278,0.7909807909229213,0.7761840266703233,0.9294141770030828,0.9633473013925168,0.7792112518008125
normalized,11,10,0.9858721473772238,0.7011238551914635,0.8009837389002455,0.7963536302375073,0.9693782012690716,0.9822121335390616,0.7938093377862971
embeddings_only,11,11,0.9784276899430442,0.6002656874360818,0.921568625994123,0.7791396531073995,0.9105890077139278,0.9656269596502964,0.8231738641635155
normalized,11,11,0.9890465979511412,0.6252876616394635,0.9542951157613612,0.8158587360058083,0.9542222174104178,0.9827736865821916,0.8488547328557223
embeddings_only,12,1,0.9679276349656902,0.9766671181559026,0.8351224192201043,0.8394097587120546,0.964440304320642,0.862867241051336,0.834856671980939
normalized,12,1,0.9796657722416644,0.9893494980036296,0.8736572354366867,0.865756854610242,0.9825069532936966,0.8994745548278117,0.8514488955748406
embeddings_only,12,2,0.9780139460242886,0.7113301193280457,0.8432947918764677,0.7511637092092958,0.9544532375477836,0.8620856757767928,0.7270954535253057
normalized,12,2,0.988067962312003,0.7340302672955131,0.8771181926619143,0.7806279528605541,0.9821457660854392,0.9048732679997744,0.7566331521945168
embeddings_only,12,3,0.974985955996492,0.674359041142199,0.9571976293393264,0.8562134803004223,0.9694738308159996,0.971467793891754,0.8918928451178875
normalized,12,3,0.9856591767616332,0.7183841611341577,0.9803087719081328,0.8958109795317372,0.9868912501778656,0.989728776281182,0.91370513801132
embeddings_only,12,4,0.983989057093744,0.8766032431326141,0.9729928815089371,0.9160492762702872,0.9763442179771028,0.9423010920832358,0.9257428745283796
normalized,12,4,0.99,0.9012302964576508,0.9857635712830508,0.935273061736636,0.987601844192941,0.9880508440017672,0.9474457084062836
embeddings_only,12,5,0.9801812826654426,0.6435614955365304,0.8535464735772328,0.8504220462509972,0.9605601646628844,0.9059634499757072,0.7033366921731541
normalized,12,5,0.99,0.6768870146754833,0.873867911846903,0.8793574752747689,0.9867764137324692,0.9251794625479944,0.730404348660511
embeddings_only,12,6,0.9707037781638872,0.7058598392011202,0.9628868436505162,0.7714486501299587,0.9786199865137828,0.7717251328125277,0.7705506546819114
normalized,12,6,0.9863790261693032,0.7376849961840596,0.9895674348098782,0.8086634603057665,0.9896411223068854,0.8204033707311971,0.7971281756910523
embeddings_only,12,7,0.9842507208421029,0.9798409556575816,0.8079980367081213,0.76567221550591,0.9473967908803133,0.7871709515147594,0.6976180833946715
normalized,12,7,0.99,0.9898479317288806,0.8253662089688745,0.7851598007879771,0.9633796253946368,0.8273623072426219,0.7290534026457159
embeddings_only,12,8,0.979593981232748,0.8557851097896041,0.9215674970730108,0.8195291281912154,0.8998670813392872,0.7383278922029907,0.9620351917609348
normalized,12,8,0.989865053085792,0.8986035962231791,0.9407984547244465,0.8425660857840753,0.9382014920207512,0.7640382500391696,0.9725610385868272
embeddings_only,12,9,0.9749560568500956,0.8082711165930214,0.9466497784717685,0.7923281726359,0.8979846140908468,0.8233289756405173,0.8787299942887908
normalized,12,9,0.9871499462476214,0.854602040049638,0.9702907364932029,0.81561812929361,0.947565617408648,0.8591055982099979,0.903369915347638
embeddings_only,12,10,0.9895175696140072,0.7591674459339751,0.8191381274359549,0.9802087901667818,0.9249611389704976,0.9729514575984456,0.9642392874416488
normalized,12,10,0.99,0.800681423731832,0.8574611247754653,0.99,0.9436521641716178,0.9837615067523088,0.9856511864017812
embeddings_only,12,11,0.9867818269734142,0.9098003819536808,0.8770005116434773,0.7878075562435212,0.964569307763717,0.9496950336999704,0.8396720817101417
normalized,12,11,0.99,0.9268445354652608,0.8997928050593201,0.8304805619026587,0.9828947310673728,0.9610845271661894,0.8682278686965145
embeddings_only,12,12,0.9678592108979251,0.6563829906094775,0.9770086780533532,0.9513656093512493,0.9680797267126492,0.7136740882430013,0.9175648465905886
normalized,12,12,0.9861632631096446,0.6879177281482382,0.9887210609542876,0.9678019711814272,0.988185011221702,0.7461300369466463,0.9560946871122156
embeddings_only,13,1,0.9829813699953645,0.9869351208147928,0.8079096707389368,0.8965269854352862,0.9758700584148527,0.6859750868039391,0.7944518930053768
normalized,13,1,0.99,0.99,0.8531523352459972,0.9068182259929312,0.9860080285818712,0.7195862836730919,0.8169098688270648
embeddings_only,13,2,0.9799469140327678,0.9444492032263146,0.7895920767574589,0.8923217299960735,0.9021703230583162,0.9456771298134234,0.7885230297592004
normalized,13,2,0.9899600940344692,0.964330026626672,0.8123281941418824,0.9314796378418104,0.934938161947554,0.9827591090721166,0.8317308929526025
embeddings_only,13,3,0.9689602412994835,0.8470627930276973,0.9122682955102714,0.8780201789809461,0.9004793874434446,0.838202013414563,0.7955613323930314
normalized,13,3,0.9882660387464236,0.8736485589946928,0.939119231362928,0.9250708141865694,0.936949931227621,0.8514207007737286,0.8272488105567302
embeddings_only,13,4,0.9825856477649842,0.6171624761610233,0.8790424729709143,0.9764316289899126,0.9719592571362416,0.7380077042819803,0.8760507903644326
normalized,13,4,0.99,0.6666598757496778,0.889588689229406,0.9886161174703076,0.98777772436858,0.7595639751362745,0.924996451094694
embeddings_only,13,5,0.9844182278128466,0.8803422597790951,0.9568619819036934,0.8409611937729093,0.92191198034051,0.8787825355692063,0.7901449766771051
normalized,13,5,0.99,0.9269683734185276,0.9673069736409988,0.8737560798255017,0.9436979900186918,0.9227436809666328,0.8254589629537037
embeddings_only,13,6,0.9685279561144714,0.9653137363541924,0.9835976153294514,0.946978937738469,0.9427245837517616,0.8700320886488297,0.945863087792511
normalized,13,6,0.9847099767569454,0.9769966084247388,0.99,0.977845083898624,0.9883566129781144,0.9034341290657846,0.9888871572037744
embeddings_only,13,7,0.9748186237636636,0.8098308269914504,0.849818638116532,0.8888235268667398,0.9776500234594656,0.7147849642234078,0.969730428340468
normalized,13,7,0.9898010668397836,0.8458388404247943,0.8800549574812556,0.917464396619782,0.9897423921902824,0.725915231542278,0.9808991897855132
embeddings_only,13,8,0.9792985843620052,0.7416899287309051,0.8689437393933797,0.8489084169064315,0.9297618857432416,0.7556721777423951,0.6954249699028554
normalized,13,8,0.9893701790690066,0.7819673417357473,0.8925297803474811,0.8844271586960596,0.9639132018969444,0.7811052965320965,0.7266876787925514
embeddings_only,13,9,0.98643895237182,0.6481109379917879,0.8899154470705675,0.9888664833264452,0.9516015530912564,0.6963482365733176,0.7424059676800524
normalized,13,9,0.99,0.6957489511869135,0.9229408099850068,0.99,0.9635285529277664,0.7444368691637221,0.7735292447964279
embeddings_only,13,10,0.9710218366158704,0.9019604416550272,0.91174674152185,0.8995789923411717,0.9297973518955566,0.7408830587835585,0.7189802674954702
normalized,13,10,0.988215800294733,0.9139720841809228,0.9385831469513336,0.9198580107072798,0.9504763878431002,0.7825412079819958,0.7539349365062243
embeddings_only,13,11,0.976868327996122,0.9540087404847224,0.9820135710682896,0.7797292355365033,0.960020971315641,0.7178236962719104,0.6988615399735285
normalized,13,11,0.9882454660780567,0.9642838771894736,0.99,0.8282101656707324,0.9743674531651716,0.7294775511645727,0.7300695144940046
embeddings_only,13,12,0.9823605073331326,0.6401006976303394,0.9351421966064396,0.854384800249214,0.9402336711618092,0.7359401921896319,0.7522277532243379
normalized,13,12,0.99,0.6865165314609368,0.9685287111620154,0.8765267542753623,0.963355004169515,0.7818567342490731,0.781899114649761
embeddings_only,13,13,0.9682126645866148,0.9035938219009368,0.8691889658597647,0.945395431920402,0.9163559702932972,0.8822951545222415,0.8152884165540568
normalized,13,13,0.9797581755555886,0.923530840939881,0.8902607619184647,0.9596707115901368,0.9448777455541488,0.9289371908532412,0.8520397182737472
embeddings_only,14,1,0.9808966075848624,0.606824194503639,0.8422359328108133,0.9234367558098034,0.9191357183148454,0.6932030152072262,0.9276181270687416
normalized,14,1,0.99,0.6170439872160055,0.8632858395095835,0.947944473201561,0.9602057050767164,0.7418832361644409,0.9531208140056836
embeddings_only,14,2,0.9834239816699576,0.9868219672308878,0.9881340825190266,0.9790850824591436,0.918045730665904,0.7087696850283596,0.7505243812196218
normalized,14,2,0.99,0.99,0.99,0.9896671434369118,0.931168724833036,0.7316982930761488,0.7970600675579081
embeddings_only,14,3,0.9754440868597803,0.8460232082540384,0.8147603785232513,0.81484434603538,0.9406126318483088,0.71837909763604,0.8288624897323267
normalized,14,3,0.9863598503750266,0.8897668226249668,0.8526133259264715,0.8394973208686103,0.9714554136258836,0.7500913563861525,0.8674246411352822
embeddings_only,14,4,0.9866441233861036,0.8209756235966532,0.9400569683938768,0.939548429088456,0.9546721414570872,0.7726024074938488,0.954283932435786
normalized,14,4,0.99,0.8362986632040199,0.9809510927843802,0.9657993289647008,0.9890652472719184,0.7939429587855702,0.971049284124604
embeddings_only,14,5,0.9723806508367236,0.7183799334355712,0.984013219705523,0.8649688018486301,0.9749211244277736,0.7673126672738496,0.8787432039490649
normalized,14,5,0.9849217601329078,0.7512726140739162,0.99,0.8820200674542307,0.9863415782409698,0.8005798609997641,0.9069165736355256
embeddings_only,14,6,0.9751894228605726,0.9717166686279134,0.9281426256859512,0.8934024367417038,0.9539232353243812,0.7543233559486917,0.9164163503348248
normalized,14,6,0.9873413041159476,0.9885150824892828,0.9750977577864056,0.9226547153844992,0.9818471463436238,0.7963657043897875,0.9471510067503114
embeddings_only,14,7,0.9876785681909088,0.7063622509347164,0.8763688086070259,0.9887616702515708,0.9610904945382408,0.9016422662594727,0.8452856422678767
normalized,14,7,0.99,0.7418856348436078,0.9097731726192684,0.99,0.9720814856862752,0.9480475217448114,0.8766629233944911
embeddings_only,14,8,0.9882994234728488,0.931258645286678,0.8283552014126037,0.976548447719536,0.9107116330872564,0.9752272998144644,0.9689219459067052
normalized,14,8,0.99,0.9550467324373896,0.8673285439676165,0.9882343000580548,0.959917994584896,0.9872442909922472,0.9825404286492778
embeddings_only,14,9,0.981923584620919,0.9836347231339124,0.864458997625413,0.9653977409813908,0.92759078607463,0.8372528755461524,0.8561295384868239
normalized,14,9,0.99,0.99,0.9017520607879154,0.9871628152133306,0.9644478879196547,0.864149175336899,0.871121396402596
embeddings_only,14,10,0.9759146910930344,0.9133586582059224,0.937186816304312,0.839774271932574,0.9308588506555328,0.9592249825282656,0.6997674007003699
normalized,14,10,0.9882851840961786,0.9592559912750928,0.9639425133650484,0.8862032813262877,0.9609999634468288,0.982122976835187,0.7430869397425957
