version,window_size,offset,accuracy,precision,recall,f1_score,roc_auc,auc_pr,mcc
embeddings_only,14,11,0.984651600235797,0.8075959681545727,0.9249001908947064,0.97192520893183,0.9532890718520324,0.796409314567087,0.7436609808860382
normalized,14,11,0.99,0.8212347417263952,0.9741393669267224,0.9839103906790316,0.9822673286338216,0.8266138521117965,0.7728118863587465
embeddings_only,14,12,0.9834551918323466,0.6264297055406688,0.984566321413934,0.9096522944103532,0.9211587065639204,0.7102051438184185,0.8031918109193541
normalized,14,12,0.99,0.665315736168673,0.99,0.9592704267848128,0.9649736480482086,0.7415855014186502,0.8301739291616745
embeddings_only,14,13,0.973550278798032,0.7889655156684292,0.9714701957841516,0.8574991951176782,0.9217675928367608,0.8000259517226743,0.8597611428939559
normalized,14,13,0.9853978958116224,0.8190291745060599,0.988971454559216,0.8784994511457056,0.9517890911888864,0.8194079478053555,0.883247107440554
embeddings_only,14,14,0.9847193294774044,0.7753023787886815,0.9606037326285076,0.7589356706251208,0.9260954267750648,0.76653290841647,0.908888834629928
normalized,14,14,0.99,0.824923946545529,0.9816886499022184,0.7982482755865886,0.9400254233131464,0.7911776104194427,0.9545944267518208
embeddings_only,15,1,0.9833904168999004,0.875,0.9828628224099888,0.9333333333333332,0.9084809755240844,0.9179703103129576,0.8620727891426337
normalized,15,1,0.99,0.8916193291335845,0.99,0.9682448930975024,0.9520100573022416,0.9653900208678146,0.8777522481596443
embeddings_only,15,2,0.9865989925387588,0.9874217830569146,0.980845923511482,0.9831550145347592,0.9321623336653204,0.9107412019303492,0.9107412019303494
normalized,15,2,0.99,0.99,0.99,0.99,0.9512219847829612,0.9399852804909816,0.930802111457094
embeddings_only,15,3,0.9826250684417588,0.8125,0.9285714285714286,0.8666666666666666,0.934852491736766,0.8935157438820612,0.8052930453690471
normalized,15,3,0.99,0.8354709150216805,0.9755563410571336,0.915658157096055,0.9628469530930692,0.9126008965580342,0.8269596907059673
embeddings_only,15,4,0.9889624724061812,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.9217262436780784,0.8908288366104242,0.7340130271719487
normalized,15,4,0.99,0.8670878344655498,0.8109376004310971,0.8439578491540888,0.9547306883368778,0.9406728542224738,0.7533014173784924
embeddings_only,15,5,0.989100817438692,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9421443998398898,0.901289135502476,0.7718564063201516
normalized,15,5,0.99,0.8776585042232775,0.8815873946086056,0.8711750378186419,0.9657652145222692,0.9468037367610516,0.7938000002340097
embeddings_only,15,6,0.9780021861386784,0.8666666666666667,0.9285714285714286,0.896551724137931,0.9086794972092712,0.922863900086135,0.8397261621157158
normalized,15,6,0.9887452425973684,0.9144456332441842,0.9677065884245034,0.927221272730653,0.9497672063454088,0.9377910860403152,0.8683057762445495
embeddings_only,15,7,0.9813432835820896,0.7368421052631579,0.9885341626384896,0.8484848484848484,0.9448663935752916,0.9003036262436914,0.7695270693198171
normalized,15,7,0.99,0.756186831063941,0.99,0.872956898051614,0.9682747592542752,0.9481959695170212,0.7900920985673182
embeddings_only,15,8,0.9873417721518988,0.8666666666666667,0.9285714285714286,0.896551724137931,0.8968119632276292,0.8741497488130189,0.8318932199884629
normalized,15,8,0.99,0.9091218428252064,0.9711961320288952,0.936565451619332,0.9183253137132322,0.9039486135894732,0.8493416837959318
embeddings_only,15,9,0.9859154929577464,0.9230769230769232,0.8571428571428571,0.888888888888889,0.909234136265964,0.919385834690831,0.8288182998104
normalized,15,9,0.99,0.9505105716024556,0.8966865459925748,0.9199522592888024,0.9547014650998622,0.962622186601934,0.8400825175232163
embeddings_only,15,10,0.9845360824742267,0.8666666666666667,0.9285714285714286,0.896551724137931,0.9380800889391642,0.8809175807008716,0.791378989314822
normalized,15,10,0.99,0.9010331172408924,0.977034434343432,0.9074811892062856,0.9693242397779094,0.8991088351783056,0.8035255055664855
embeddings_only,15,11,0.980802183103298,0.9333333333333332,0.980808289992762,0.9655172413793104,0.94972389414382,0.9017183983462718,0.8648602759649144
normalized,15,11,0.99,0.9742374990786452,0.99,0.9759559011126028,0.972044646436234,0.9134987834322166,0.8847738218445452
embeddings_only,15,12,0.9790575916230366,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9055949673181783,0.8679459789327123,0.7474258699885284
normalized,15,12,0.9892393640130704,0.9352739698363528,0.8092790222756668,0.867250567827286,0.9540861637712824,0.8920422637330876,0.7931927706002474
embeddings_only,15,13,0.9856485801348368,0.9825975500232504,0.9858837354049156,0.985826668579374,0.9146571328076192,0.9347693115413316,0.9347693115413316
normalized,15,13,0.99,0.99,0.99,0.99,0.9248775504170402,0.9771809420641092,0.982788752982843
embeddings_only,15,14,0.9787997274536592,0.875,0.9869473299010272,0.9333333333333332,0.9119797828852348,0.9038748977010412,0.8779573816562118
normalized,15,14,0.9888418658670372,0.9223538544589326,0.99,0.9576877964850452,0.9583348449341472,0.9257251885510772,0.9043291941456024
embeddings_only,15,15,0.971732329903854,0.6811184164747981,0.9810251875751632,0.9425320310478956,0.9634856765393682,0.8251899146870793,0.8055848079649204
normalized,15,15,0.9825319067142396,0.7173959749508039,0.99,0.9707004468437648,0.984768127740106,0.8680394187250438,0.8215824635497869
