version,window_size,offset,attack_type,accuracy,precision,recall,f1_score,roc_auc,auc_pr,mcc
embeddings_only,8,3,reverse_light_on_xgboost,0.9844052228667122,0.934769829347978,0.9625473004467962,0.9821059215966244,0.9523991610530707,0.9805940687768048,0.9748653772342252
normalized,8,3,reverse_light_on_xgboost,0.99,0.9768072848961016,0.9742970767681564,0.99,0.9567466966923673,0.99,0.9877562922438968
embeddings_only,8,4,reverse_light_on_xgboost,0.978889963071599,0.9753904479593264,0.955353088337252,0.9667395895680578,0.9498709034411672,0.985374149534336,0.9865970782904796
normalized,8,4,reverse_light_on_xgboost,0.9890804907164772,0.9890528800069122,0.9688385094606562,0.9785270649774472,0.957286509682261,0.99,0.99
embeddings_only,8,5,reverse_light_on_xgboost,0.9882535896868756,0.955627535615012,0.973033426220418,0.9644588917581453,0.9496445155289236,0.9814374978770504,0.9534492410851976
normalized,8,5,reverse_light_on_xgboost,0.99,0.9735479067035708,0.9854061548621916,0.9852812174606153,0.9564324667330641,0.99,0.9840582457134814
embeddings_only,8,6,reverse_light_on_xgboost,0.9728180464619408,0.9822824299565492,0.9526652542589776,0.982879082948064,0.9548774455231329,0.9816926635747448,0.9798347004293811
normalized,8,6,reverse_light_on_xgboost,0.989376251452732,0.99,0.96553863433409,0.99,0.9545730391684175,0.99,0.9899715685354982
embeddings_only,8,7,reverse_light_on_xgboost,0.9871918414214428,0.9399915687370834,0.978804515345962,0.9879741302121634,0.9478641547791944,0.978929801771424,0.9870847278067496
normalized,8,7,reverse_light_on_xgboost,0.99,0.9730038370058952,0.9889778792577184,0.99,0.9519019902206817,0.9891974595360682,0.99
embeddings_only,8,8,reverse_light_on_xgboost,0.9785205218987234,0.9743442222069444,0.9702950124563238,0.9823408187928672,0.9502912344746275,0.9816664346453848,0.971160860827541
normalized,8,8,reverse_light_on_xgboost,0.9896616469045918,0.9860427743003556,0.9862812537825032,0.99,0.9501311306339948,0.99,0.9870460218675684
embeddings_only,9,1,reverse_light_on_xgboost,0.9778662745960276,0.9666059832837188,0.979128438501734,0.9610617849945304,0.9450264735434366,0.98472473723175,0.9799391701754898
normalized,9,1,reverse_light_on_xgboost,0.9891763833837208,0.9785102492245936,0.9894573458638996,0.9876637075592154,0.9580128431846583,0.99,0.989950797886284
embeddings_only,9,2,reverse_light_on_xgboost,0.9789964870719788,0.9413126746634586,0.94837338053407,0.9790084225443978,0.9573279023870703,0.9842779896431052,0.975931139112267
normalized,9,2,reverse_light_on_xgboost,0.9892475459435112,0.9816297079279376,0.978871904203463,0.9890256192211492,0.9518453857154516,0.99,0.9885079179615568
embeddings_only,9,3,reverse_light_on_xgboost,0.987935391095027,0.97656052097907,0.9823811149241708,0.9885541429231756,0.9513177807153425,0.973439978641098,0.9664651543341763
normalized,9,3,reverse_light_on_xgboost,0.99,0.9886601927442332,0.99,0.99,0.9527099283195901,0.984202218986188,0.9895004776456154
embeddings_only,9,4,reverse_light_on_xgboost,0.9832368690610132,0.9408699980332124,0.9654767432324304,0.9886770619043548,0.9435534647832917,0.978614749429276,0.9789402466024612
normalized,9,4,reverse_light_on_xgboost,0.99,0.9682829150025049,0.979215995002632,0.99,0.9592595534826591,0.9896179875184602,0.989429653213052
embeddings_only,9,5,reverse_light_on_xgboost,0.9865131001487392,0.9764438529481572,0.9559406310378888,0.9682511776031952,0.9516653945538082,0.9892564047184657,0.9779843977400094
normalized,9,5,reverse_light_on_xgboost,0.99,0.9892153335651204,0.9784422082289876,0.9860122398307024,0.9588413094047487,0.99,0.9881740759989064
embeddings_only,9,6,reverse_light_on_xgboost,0.9847706915492224,0.949794629305494,0.9722657619170096,0.962767505372691,0.9480549989454788,0.9738037249934544,0.9851570863355243
normalized,9,6,reverse_light_on_xgboost,0.99,0.9648416201834786,0.9841377870663272,0.9762282086391684,0.9537670187317244,0.983921410773458,0.99
embeddings_only,9,7,reverse_light_on_xgboost,0.9797016962697084,0.963357311283172,0.9833944888888574,0.9876654737701004,0.9538534384760371,0.9797687575140478,0.9777004892170452
normalized,9,7,reverse_light_on_xgboost,0.9898565051150128,0.974232242629448,0.99,0.99,0.9593644164971398,0.989960759002488,0.9881555798839754
embeddings_only,9,8,reverse_light_on_xgboost,0.9754798551917,0.9715988449389636,0.9830158970412364,0.979087286110592,0.948641268600849,0.9860932047147664,0.9741807271054178
normalized,9,8,reverse_light_on_xgboost,0.9859533596562332,0.982076924871262,0.99,0.9896853612793532,0.9567481667797325,0.99,0.9882814641483948
embeddings_only,9,9,reverse_light_on_xgboost,0.9775488407465508,0.9796669783347708,0.9633381511240944,0.9890368118299884,0.9459525522056026,0.9834656949189848,0.9840367145166528
normalized,9,9,reverse_light_on_xgboost,0.987921762210386,0.9898590488409896,0.97688973196004,0.99,0.9536244252864479,0.99,0.99
embeddings_only,10,1,reverse_light_on,0.9772371399843414,0.9623971797884842,0.9891304347826086,0.9755807027992852,0.9444497211122663,0.9857879017270386,0.9731884016015148
normalized,10,1,reverse_light_on,0.9884480496780106,0.974089783442346,0.99,0.9892985694415144,0.9552778507483805,0.99,0.9842934362482968
embeddings_only,10,2,reverse_light_on,0.9742802796876008,0.9854721549636803,0.9830917874396136,0.9842805320435308,0.9488445734296423,0.9819531293077348,0.9794183196704492
normalized,10,2,reverse_light_on,0.9862564962400628,0.99,0.99,0.99,0.9528675521277701,0.99,0.9896174908343685
embeddings_only,10,3,reverse_light_on,0.9768208868157156,0.9810488594711544,0.967741935483871,0.9836065573770492,0.9427925942050882,0.9844759724572628,0.9788241246638228
normalized,10,3,reverse_light_on,0.9883437503992568,0.99,0.9887524820769704,0.99,0.954387228024305,0.99,0.9894542801752508
embeddings_only,10,4,reverse_light_on,0.9783346824561192,0.9760011250274668,0.9855072463768116,0.9878934624697338,0.9450938272337516,0.9794783621519294,0.9842138007324396
normalized,10,4,reverse_light_on,0.9898407909655924,0.9871803103487568,0.99,0.99,0.9550620440363561,0.9895805348142368,0.99
embeddings_only,10,5,reverse_light_on,0.979142197669577,0.9883040935672516,0.9883040935672516,0.9883040935672516,0.9446750728978873,0.9803624218002694,0.9845162147793728
normalized,10,5,reverse_light_on,0.9895620895168836,0.99,0.99,0.99,0.9556643438481739,0.99,0.99
embeddings_only,10,6,reverse_light_on,0.9893390191897654,0.9779411764705882,0.9851851851851852,0.981549815498155,0.9570348191881002,0.985773639975984,0.9740668222874674
normalized,10,6,reverse_light_on,0.99,0.9892724703260224,0.99,0.99,0.958921085730067,0.99,0.9847508060315624
embeddings_only,10,7,reverse_light_on,0.9882352941176472,0.982608695652174,0.9658119658119658,0.9741379310344828,0.9592939527923531,0.9794790506303568,0.9665846280826896
normalized,10,7,reverse_light_on,0.99,0.99,0.9770589220860002,0.9874609777755032,0.9536358958873622,0.9898054437533558,0.9890528723566504
embeddings_only,10,8,reverse_light_on,0.9821786267056148,0.9832983229609692,0.9872389028528716,0.9830929690454696,0.9476393724099592,0.983335012017016,0.9899887796062954
normalized,10,8,reverse_light_on,0.99,0.99,0.99,0.99,0.954914293088353,0.99,0.99
embeddings_only,10,9,reverse_light_on,0.9713731204631688,0.9896907216494846,0.9696969696969696,0.979591836734694,0.9472092441420379,0.9869472889193122,0.9732699559435132
normalized,10,9,reverse_light_on,0.98262689645211,0.99,0.984043134131211,0.9899195980184712,0.9575070777085113,0.99,0.9855242147580228
embeddings_only,10,10,reverse_light_on_xgboost,0.9858557654210643,0.9524084688486688,0.9613246415197328,0.9638141235170908,0.9459915382158953,0.9801062682498928,0.982630446537118
normalized,10,10,reverse_light_on_xgboost,0.99,0.9813945844425368,0.9831374023872556,0.9846992005918018,0.9524444886145695,0.99,0.99
embeddings_only,11,1,reverse_light_on_xgboost,0.9760273895829564,0.9592716977961322,0.9811825865014644,0.9801739658095932,0.9545266415719627,0.9780336576664336,0.9644352427266176
normalized,11,1,reverse_light_on_xgboost,0.9881464909721748,0.9849785092061036,0.99,0.99,0.9592302009017121,0.9884450371117528,0.9794453662969091
embeddings_only,11,2,reverse_light_on_xgboost,0.9820657926381474,0.9467600343592808,0.9493780364726048,0.980140502225372,0.9527814733315175,0.9821793182826482,0.9880609975080924
normalized,11,2,reverse_light_on_xgboost,0.99,0.967580561725973,0.9713384576988204,0.99,0.95838778712746,0.99,0.99
embeddings_only,11,3,reverse_light_on_xgboost,0.977452124311327,0.9563401087760122,0.9647450101374544,0.9648729946479594,0.9405165612193118,0.9806987733466694,0.956436247657784
normalized,11,3,reverse_light_on_xgboost,0.9883444456702856,0.9697678616629228,0.9859040559205547,0.9800563364782536,0.9517551504448396,0.99,0.970669432764982
embeddings_only,11,4,reverse_light_on_xgboost,0.97997128014215,0.941852195994806,0.9710376546449008,0.9740337572684457,0.9447878636692946,0.9780634669625504,0.9801405365912678
normalized,11,4,reverse_light_on_xgboost,0.9899729475114272,0.9580814326243542,0.9848017931978352,0.9881714001314754,0.9512853940981228,0.988073548513573,0.99
embeddings_only,11,5,reverse_light_on_xgboost,0.9723169148325022,0.9699401582554446,0.9866954154010512,0.985001273446597,0.9501408371844755,0.983160078884116,0.9615789342764368
normalized,11,5,reverse_light_on_xgboost,0.9848960326241176,0.9867779905377488,0.99,0.99,0.9581342994111396,0.99,0.9750230689968744
embeddings_only,11,6,reverse_light_on_xgboost,0.9772986174653082,0.9706816969713123,0.9625287396442812,0.987594001756094,0.9451279003603776,0.9854067793723764,0.9620617117463524
normalized,11,6,reverse_light_on_xgboost,0.9891208294014932,0.98326348343459,0.974893494202311,0.99,0.9546065775808434,0.99,0.9775615801915574
embeddings_only,11,7,reverse_light_on_xgboost,0.9852003378631092,0.9749481567493936,0.9884528793643472,0.989254189865212,0.9495941293909349,0.9762166267029084,0.9807767318280972
normalized,11,7,reverse_light_on_xgboost,0.99,0.9897053882896274,0.99,0.99,0.951039087000765,0.9874447096718426,0.99
embeddings_only,11,8,reverse_light_on_xgboost,0.9819335654971116,0.9488058516331864,0.9879270828126724,0.9782517522413844,0.9547282865695258,0.985673879403692,0.9712313842394642
normalized,11,8,reverse_light_on_xgboost,0.99,0.965937406236796,0.99,0.9888504534583904,0.9588994807547232,0.99,0.9891662738869664
embeddings_only,11,9,reverse_light_on_xgboost,0.9824661894077238,0.9622423714976268,0.9455257339121595,0.9723789285788662,0.9515091320206438,0.9782821958559448,0.9775457707414184
normalized,11,9,reverse_light_on_xgboost,0.99,0.977465801935617,0.9623352635409926,0.9864018781865592,0.9557289221137374,0.9895564434473734,0.9879639302068616
embeddings_only,11,10,reverse_light_on_xgboost,0.9756822054259462,0.9362393643299532,0.95502295132946,0.9775336067718752,0.949511390646237,0.9768185320170664,0.984346813416487
normalized,11,10,reverse_light_on_xgboost,0.98799605969257,0.963683757133762,0.9702237775814376,0.9888974292868172,0.9513926941674365,0.9885207909596332,0.99
embeddings_only,11,11,reverse_light_on_xgboost,0.98462685789203,0.9361613805736692,0.9807441265928496,0.9638189829991362,0.9542431298261025,0.9803230795775506,0.9765492112802022
normalized,11,11,reverse_light_on_xgboost,0.99,0.9596854935704529,0.99,0.9757919827415436,0.9548925269742243,0.99,0.9898499997023852
embeddings_only,12,1,reverse_light_on_xgboost,0.9898525517083778,0.9540679917078864,0.972002336683572,0.9830820457986018,0.9494729566182958,0.9795026075004444,0.9871869695706984
normalized,12,1,reverse_light_on_xgboost,0.99,0.9798192635732224,0.9837283393213324,0.99,0.9577789218952927,0.9896247846623965,0.99
embeddings_only,12,2,reverse_light_on_xgboost,0.9896997169180098,0.9660196551514078,0.9459797956418996,0.981343974788752,0.948873780395242,0.9774125203088262,0.9544748932700304
normalized,12,2,reverse_light_on_xgboost,0.99,0.986540886900013,0.9715565852884516,0.99,0.9566238482859637,0.987582212649478,0.9702574921610796
embeddings_only,12,3,reverse_light_on_xgboost,0.982357489355479,0.9795777531810332,0.9644249378343572,0.977220889050758,0.9404988072475315,0.982841143505717,0.9848884462629948
normalized,12,3,reverse_light_on_xgboost,0.99,0.9897188586107726,0.9769217015550052,0.9894603823219909,0.9566991243078052,0.99,0.99
embeddings_only,12,4,reverse_light_on_xgboost,0.976700993888296,0.983947840401198,0.9792096444292978,0.9683295068131932,0.9481601145423035,0.9817674381094436,0.9684209316222036
normalized,12,4,reverse_light_on_xgboost,0.986857369993319,0.99,0.989755881994486,0.984393336831176,0.9529698104110482,0.99,0.9804271783682924
embeddings_only,12,5,reverse_light_on_xgboost,0.9870829728562436,0.96020865594443,0.9824534673574314,0.9770740889138884,0.9502967009989991,0.9808128107442716,0.981098543800174
normalized,12,5,reverse_light_on_xgboost,0.99,0.987381492088192,0.99,0.9883838447549652,0.9502821791727903,0.99,0.99
embeddings_only,12,6,reverse_light_on_xgboost,0.9822792336062752,0.9837438318761272,0.9559374719544262,0.9823344518611692,0.9427559252399771,0.9832858165842804,0.9599613387975844
normalized,12,6,reverse_light_on_xgboost,0.99,0.99,0.9726324225714508,0.99,0.9574821770417463,0.99,0.9830564317972734
embeddings_only,12,7,reverse_light_on_xgboost,0.9768080902571248,0.9818812137866768,0.9529288337027806,0.9892154472544324,0.9450894955871838,0.9832517444082808,0.9546905244098493
normalized,12,7,reverse_light_on_xgboost,0.9898234524180782,0.99,0.977145520086024,0.99,0.9569912169018323,0.99,0.9686162289075334
embeddings_only,12,8,reverse_light_on_xgboost,0.9827845079015524,0.9755535243086472,0.9646871367766228,0.9775977737534266,0.9467557516269075,0.979642902132552,0.9561071578078936
normalized,12,8,reverse_light_on_xgboost,0.99,0.988800550187924,0.9891806946199307,0.9883108815035572,0.9593923995467138,0.989708233880002,0.9870836518645242
embeddings_only,12,9,reverse_light_on_xgboost,0.980972245492712,0.9429043471339048,0.9750507016215406,0.97887872847041,0.9534577774677119,0.979491093509128,0.977666071419636
normalized,12,9,reverse_light_on_xgboost,0.99,0.9816519903718488,0.9853342471164376,0.9895029621306656,0.9549732097677114,0.9895520020826012,0.989490300572941
embeddings_only,12,10,reverse_light_on_xgboost,0.9713590753700004,0.9525900736482962,0.9813610732241004,0.976358870596581,0.949487360242463,0.9768211267618706,0.9633193052768868
normalized,12,10,reverse_light_on_xgboost,0.9831873340854176,0.9763172854133364,0.99,0.9871354579727074,0.9572135353576339,0.986989034520792,0.9733205137871892
embeddings_only,12,11,reverse_light_on_xgboost,0.9881988868286764,0.9689951841645768,0.964489708722833,0.9617253957664824,0.9428127767623911,0.9858568139247488,0.98846307955663
normalized,12,11,reverse_light_on_xgboost,0.99,0.9835686612943174,0.9885640541152678,0.9807952163436984,0.9576043810933302,0.99,0.99
embeddings_only,12,12,reverse_light_on_xgboost,0.9895042154601796,0.98762343189531,0.957135646571846,0.9770758743054436,0.9561657133918962,0.9814131487238418,0.9558535791030764
normalized,12,12,reverse_light_on_xgboost,0.99,0.99,0.984576263204923,0.988657316097887,0.9551054723972243,0.99,0.9799367359772948
embeddings_only,13,1,reverse_light_on_xgboost,0.9797522891788746,0.9603106146493604,0.9447346905782252,0.9887282503046922,0.9421223464107216,0.9819654235099324,0.9642345204542836
normalized,13,1,reverse_light_on_xgboost,0.9899709195489692,0.9746021171687056,0.9627635061363812,0.99,0.957579447284885,0.99,0.9794618774201832
embeddings_only,13,2,reverse_light_on_xgboost,0.979779922779545,0.9835634592921174,0.9546359443913232,0.9619240309493688,0.9451731642437644,0.9768581575685124,0.9745945220182142
normalized,13,2,reverse_light_on_xgboost,0.9899189608331648,0.99,0.980463393338106,0.9808974848453532,0.9523838038467128,0.9895158064116985,0.9892639209781808
embeddings_only,13,3,reverse_light_on_xgboost,0.9791374787135314,0.9777436681110716,0.9500035313571572,0.986503778711282,0.9468662512953578,0.9757181077652842,0.9553915437632392
normalized,13,3,reverse_light_on_xgboost,0.9896649321102828,0.9891258611607492,0.973491350457945,0.99,0.9521870543487174,0.9859908545315016,0.976164762900904
embeddings_only,13,4,reverse_light_on_xgboost,0.9894208393166158,0.9543069702245512,0.9578949925251464,0.978656444465362,0.9511094199608987,0.9799720947687588,0.9777022307894084
normalized,13,4,reverse_light_on_xgboost,0.99,0.9796406222354892,0.9828276456594024,0.9889090436163992,0.9536769416940643,0.9899766470092104,0.989638535081442
embeddings_only,13,5,reverse_light_on_xgboost,0.975329675583186,0.9708281969895994,0.9623652484788602,0.9695292519792548,0.948027388361251,0.9782946674369576,0.9584822943140124
normalized,13,5,reverse_light_on_xgboost,0.9866388282920922,0.9859857431297446,0.9748540165019736,0.9808275085957172,0.9546422531592524,0.9888580294347012,0.9755584614130516
embeddings_only,13,6,reverse_light_on_xgboost,0.987681571641784,0.9584321839986836,0.9488188000783035,0.9779030352107282,0.9506755498672199,0.976665658287525,0.9806320680101872
normalized,13,6,reverse_light_on_xgboost,0.99,0.9752474015423912,0.9827889068957848,0.9880931686191576,0.9516469750441077,0.9888969768495912,0.99
embeddings_only,13,7,reverse_light_on_xgboost,0.9759372276369362,0.9770652424336356,0.9669914421595064,0.9802001709216828,0.9515307984067288,0.9803775005389572,0.9899057412816588
normalized,13,7,reverse_light_on_xgboost,0.9864227923881924,0.9883549905928296,0.9810139674448318,0.99,0.9581348148960015,0.99,0.99
embeddings_only,13,8,reverse_light_on_xgboost,0.980987919341694,0.9366995315062918,0.9537570044301836,0.9699849209251704,0.9532052081198632,0.9854230940117412,0.9634832353517572
normalized,13,8,reverse_light_on_xgboost,0.99,0.9765972912528548,0.968688321930694,0.9815095959180684,0.9540910705681176,0.99,0.9816155211086258
embeddings_only,13,9,reverse_light_on_xgboost,0.9831979229313764,0.9487102779781974,0.9767426417605534,0.9804351019595726,0.950041107880808,0.9830145573063,0.9720471122612976
normalized,13,9,reverse_light_on_xgboost,0.99,0.9623011683534176,0.987093707245324,0.99,0.9598341217107215,0.99,0.9860177533579068
embeddings_only,13,10,reverse_light_on_xgboost,0.9813015512131996,0.9399069056664112,0.9654376341652152,0.96254552826552,0.9508524767169634,0.983220511942817,0.9746661540628888
normalized,13,10,reverse_light_on_xgboost,0.99,0.9650025989362908,0.975846661779624,0.9799837911045476,0.9577350422480206,0.99,0.989920817366866
embeddings_only,13,11,reverse_light_on_xgboost,0.9833177432554916,0.9870705319334292,0.979980670318181,0.9635313791073252,0.9502378982217672,0.980358858753626,0.9716640193856856
normalized,13,11,reverse_light_on_xgboost,0.99,0.99,0.989987937552354,0.9806320741909876,0.9582563357099501,0.99,0.9819859780479092
embeddings_only,13,12,reverse_light_on_xgboost,0.9765298279291806,0.9461935566454684,0.9875641326300054,0.9839540847904849,0.9518591739895894,0.9797722734807204,0.9631221927883844
normalized,13,12,reverse_light_on_xgboost,0.9869362470820728,0.9774349895774678,0.99,0.99,0.9561326465369946,0.9898836891425192,0.985051185936286
embeddings_only,13,13,reverse_light_on_xgboost,0.9840036520981238,0.9828951471002736,0.9491501663788856,0.9803687826518196,0.9436675003677281,0.9765910333939278,0.9638292209386692
normalized,13,13,reverse_light_on_xgboost,0.99,0.99,0.9638560854107115,0.99,0.9586247905585401,0.9897930909299506,0.9825596727201408
